Price,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,High,High,High,High,High,High,High,High,High,High,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume
Ticker,BHARTIARTL.NS,DRREDDY.NS,HDFCBANK.NS,ICICIBANK.NS,INFY.NS,ITC.NS,RELIANCE.NS,SBIN.NS,TATAMOTORS.NS,TCS.NS,BHARTIARTL.NS,DRREDDY.NS,HDFCBANK.NS,ICICIBANK.NS,INFY.NS,ITC.NS,RELIANCE.NS,SBIN.NS,TATAMOTORS.NS,TCS.NS,BHARTIARTL.NS,DRREDDY.NS,HDFCBANK.NS,ICICIBANK.NS,INFY.NS,ITC.NS,RELIANCE.NS,SBIN.NS,TATAMOTORS.NS,TCS.NS,BHARTIARTL.NS,DRREDDY.NS,HDFCBANK.NS,ICICIBANK.NS,INFY.NS,ITC.NS,RELIANCE.NS,SBIN.NS,TATAMOTORS.NS,TCS.NS,BHARTIARTL.NS,DRREDDY.NS,HDFCBANK.NS,ICICIBANK.NS,INFY.NS,ITC.NS,RELIANCE.NS,SBIN.NS,TATAMOTORS.NS,TCS.NS
Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-01,436.93896484375,569.343505859375,1227.4287109375,518.85400390625,655.6153564453125,190.0046844482422,683.001708984375,308.6025695800781,183.3112335205078,1944.4764404296875,443.8791043538421,571.1428552757022,1228.7727045200481,524.4122908600664,658.4181038802905,190.40368629531824,690.9194052444446,309.98664444171567,185.54734239687107,1959.0984116284892,433.51708425855406,565.5470650488772,1219.7488815342497,517.8390241755849,651.7894242705086,189.2066807540901,681.1467624677668,306.4803045634555,182.46649037707644,1932.276279750273,439.5896988377873,569.4621389776049,1225.0287642489843,521.8990020984041,653.9693329081263,190.40368629531824,686.8022080215286,308.8332487236844,184.00690880468184,1944.835178504453,5154996,773895,1836849,7642793,2112415,4208837,14004468,17379320,25968357,1354908
2020-01-02,438.7703857421875,566.476318359375,1235.25244140625,522.5756225585938,653.702392578125,191.4011993408203,694.6294555664062,313.0777282714844,192.55381774902344,1935.55078125,442.8187854048309,571.9138901021569,1236.4524146347387,523.8323259555513,659.1298712346406,192.2789961370969,697.1857530917445,313.58523929231825,193.4979495644245,1955.5553597890414,437.1317442158331,565.5469855023683,1227.81260738962,517.9839941470998,650.3213376294947,190.00469281456293,684.0876276666643,307.587581446818,183.46031448632237,1927.9706313959941,437.71007418118705,570.213442085116,1227.81260738962,518.1290165391055,657.4393709134677,190.08448588154957,684.0876276666643,308.64869989536055,183.85783888293852,1955.5553597890414,4933053,1494155,3068583,10264223,5658200,8402979,17710316,20324236,57289863,2380752
2020-01-03,438.6739807128906,570.2332763671875,1217.636962890625,520.8839721679688,663.7565307617188,190.3238525390625,695.4664306640625,307.9104919433594,189.92018127441406,1974.12451171875,442.62600206696226,572.8235331788894,1233.5725853026925,522.768968271142,665.5360388870853,192.31886147553064,697.5024079569644,311.83203687260374,194.44207807628496,1994.1739869103833,435.2039409580663,563.9355236609746,1213.0290184217617,518.3706833638443,652.9905283257625,189.92485075176887,689.0643916994039,306.34186270803303,188.08159685098846,1941.2471919361535,439.252340650954,566.4763600671232,1230.8845981650395,520.0623359435864,652.9905283257625,192.31886147553064,693.5887722605186,311.83203687260374,191.7090561933776,1941.2471919361535,5154587,1723390,5427775,9594690,7882938,9284478,20984698,21853208,47572728,4655761
2020-01-06,433.4206848144531,569.2347412109375,1191.2852783203125,508.17242431640625,657.3948974609375,187.6106719970703,679.3370361328125,294.34661865234375,184.50381469726562,1973.94580078125,440.9391539334308,572.9817010879846,1211.3009238876261,519.3373190496907,670.6967341891407,190.16428136441314,691.2813846837768,306.06513166169526,189.8207905507778,1996.8209486086819,428.6011387279452,564.3607064231331,1186.5334315968482,506.3357494251486,655.3039967227627,187.53086675760932,677.7534847114478,293.14709824121627,183.9075281188927,1962.6875959896872,437.5172735148553,567.6825542567982,1209.572915705525,519.3373190496907,663.8456156907271,189.52587597843493,687.7071588405896,306.06513166169526,189.8207905507778,1978.0274886073437,7538915,1788685,5445093,12534334,6519403,7636617,24519177,35645325,28621212,3023209
2020-01-07,429.034912109375,570.2925415039062,1210.14892578125,505.4658508300781,647.652099609375,187.81015014648438,689.788330078125,293.7929382324219,183.55967712402344,1978.7894287109375,438.8667612030427,575.3939458130492,1220.5646695178561,517.7423689499338,660.7314428176456,189.84504956373155,694.2674680184243,301.7283060414742,188.23065674805122,1986.6834195622864,427.1071056129826,567.6923887770522,1202.1331283980037,504.2575274718117,645.1607444208603,187.21164745280734,684.766220566273,291.0247886357111,181.17450055652327,1959.0091165446602,435.68588647767285,571.4393482473238,1208.5170091349173,513.5857483975301,656.6385952472909,188.36875022526925,687.2546238215501,299.3753901478996,185.84548018055105,1973.9900469687204,4353883,1788175,7362247,16101835,7899363,8416741,16683622,50966826,34995035,2429317
2020-01-08,442.28863525390625,572.8729248046875,1206.9810791015625,508.4140625,639.021484375,186.8924560546875,684.6079711914062,295.08477783203125,181.42295837402344,2023.1046142578125,444.12006338610587,574.4053193541113,1211.6369516371497,509.76734903351337,648.6308189801146,188.16926679031963,694.244887009956,296.65340742418846,183.06276538029562,2027.3656704235257,424.45636548575067,566.6938658615495,1190.4214490960537,497.829139862124,630.2128959749773,186.13435500765513,683.1827990298749,286.9648824538806,179.08746096307058,1975.3808290038005,426.62514776254005,568.4734227686988,1197.0452073503518,498.7957983861281,645.0273252914825,186.7328577568759,685.4449895283707,287.9798764159189,179.08746096307058,1978.027125346847,14118818,1395115,5666055,16094310,8639443,7043211,16047902,44527485,21862695,5197454
2020-01-09,443.4935302734375,577.4701538085938,1220.5167236328125,528.0856323242188,647.3406982421875,188.1692657470703,700.3754272460938,304.6810302734375,190.8146209716797,1986.4144287109375,457.8075417653312,580.6536366041692,1224.7406525919384,529.148992286896,650.8552384154634,188.80767111134693,701.2802792273867,305.7882732895965,191.5599905848503,2020.143915127701,438.8667706082305,573.6144569306651,1212.5488549784413,512.6190932321667,635.551454347444,187.5707630011678,692.797080488751,299.88289272618823,183.1124683022499,1982.5121113854964,451.49395137963097,575.7103890614063,1214.3728376181639,513.0057803095337,642.1356575658922,188.00966745014355,696.1225021260087,301.63604862108,183.70877005861985,2017.273353157527,18180867,1877480,4773158,18934019,13521186,9452653,14982742,40348407,40803142,3734173
2020-01-10,440.5054016113281,579.9417724609375,1231.364501953125,522.2373046875,656.7720947265625,189.9248504638672,700.217041015625,306.5726013183594,195.13775634765625,1985.6971435546875,449.1323716230644,594.7715149583264,1235.3964823794965,528.2789208916589,660.998427242676,190.52335314390038,704.8771494811594,311.83209739016064,197.7713893867218,2004.0420685539316,437.80647851684085,578.3896458475023,1224.0686880383555,520.5456521503355,649.9654532675698,188.9672486111277,696.5975123182762,302.7433329231734,188.82695469083993,1980.7183918384426,448.02387090306985,579.3486068979927,1232.7084954285822,526.7322907434575,658.8185185573179,189.6056539051434,702.1398816588395,305.4192055270939,190.81460684548034,1998.659681619588,37724966,5635735,4607290,12335407,9341405,9973746,12478359,42377838,60252338,1915807
2020-01-13,451.97589111328125,584.2325439453125,1234.532470703125,520.6422729492188,688.269287109375,190.92236328125,698.429931640625,305.1885070800781,195.0383758544922,1964.885009765625,453.325367641499,586.5657423071102,1244.6122459304834,527.8438909677649,691.7838267366891,191.91986779160135,705.2165026788919,309.5252862447705,196.52911503299785,1990.5409190718474,437.8546666406557,576.5210898345707,1224.9326847723075,520.0623014175886,671.7643590819296,190.12435967296892,696.0320134980109,303.6198776394681,190.2183131114906,1959.8164647225253,442.43320704715325,579.9220465632027,1231.3644944720004,521.4156469916,676.2131296718761,190.3238605750392,699.0407369269899,308.18733594783396,193.5476366759865,1989.554279681139,15206224,2209320,3725784,7901800,36952038,12243639,18282382,23615129,40535961,2843893
2020-01-14,452.40966796875,582.8682250976562,1237.8924560546875,519.6756591796875,690.1377563476562,194.11439514160156,691.9600219726562,302.65106201171875,194.64083862304688,1979.7314453125,455.59057274818457,587.0205652676785,1240.8204377801117,520.9806837385502,691.2944257610254,194.5532996008739,701.2802384541012,306.06512488950636,197.0260150853596,2000.2743526048662,449.75893396481405,579.7441190766637,1226.3727123767842,516.3407340851917,682.6193237013398,190.1642793612899,688.5441153358742,301.2669870330066,192.40473000291038,1969.0564659710944,451.97590550170077,584.2523586017902,1237.4124667347749,518.3223724892118,685.0661473591998,191.72038410182847,696.7558580026813,304.3119407225423,194.49175561628851,1969.0564659710944,8238486,1785850,3943145,13939440,11414418,11843444,15816535,26296117,29867542,2948452
2020-01-15,450.96380615234375,577.1043090820312,1232.8524169921875,517.7422485351562,682.9307250976562,193.4360809326172,689.4490356445312,299.19085693359375,199.11306762695312,1997.6728515625,454.964016666206,582.6110936159416,1236.4042906499637,519.0472728586642,688.5361648735462,193.91488799582723,696.7106845064351,303.75831535781407,200.45472377955102,2001.3509036240341,448.21666388202266,573.4166660393031,1223.1086115560133,512.9573363494114,678.1260857067272,192.39868592327775,686.9153895889276,297.4377010290209,192.8022657492252,1968.3388861540311,452.554258517708,582.5418809151626,1234.9163942516534,517.2589193042609,688.5361648735462,193.55578878670443,694.8783289671161,303.5737607745639,193.7960918613346,1985.2037425907608,10875259,1924335,5893724,12353176,6047430,5476729,15817859,32625740,38485962,2620681
2020-01-16,456.79541015625,580.8216552734375,1236.116455078125,519.24072265625,682.44140625,192.119384765625,695.8057861328125,298.3143005371094,196.33035278320312,2008.3482666015625,459.7353088804767,583.5997578120792,1239.33235991824,521.9956762363212,687.3350538828228,194.63309147136977,698.2715985388238,301.63608631888707,199.36152547817176,2017.4982817028122,451.108369370327,577.6975495645146,1228.148585905703,515.4224091504149,676.435565973354,191.60068724747757,691.3266477431462,297.4377365596503,195.68435670729463,1986.9980853587056,452.26502921905535,578.9530933322229,1230.7405984101122,516.0990820122352,685.7335073369734,193.51589119694313,691.7791341655025,298.96021349656695,198.26831068176236,1997.7179635070784,16290593,1917310,3575200,11249232,5740586,9369668,12847975,26653623,28118140,3117214
